Street,Start_Lat,Start_Lng,Severity,Hour,Rush_Hour,Weather,City,ID
Kohat Road,33.991325762537336,71.53234694771497,2,18,1,Cloudy,Peshawar,P-325
Kohat Road,33.989811256499934,71.52982821350056,2,12,0,Fog,Peshawar,P-326
Warsak Road,34.04548150635898,71.46520336622835,3,16,0,Cloudy,Peshawar,P-327
Warsak Road,34.04565730432075,71.46180045731782,2,13,0,Cloudy,Peshawar,P-328
Warsak Road,34.04458195348543,71.45829895909158,3,7,1,Clear,Peshawar,P-329
Warsak Road,34.04643967458174,71.46289300787188,3,7,1,Cloudy,Peshawar,P-330
Warsak Road,34.04473196566666,71.46002937638946,2,9,1,Rain,Peshawar,P-331
Warsak Road,34.04210028686904,71.45778738363754,3,3,0,Cloudy,Peshawar,P-332
Warsak Road,34.04845392770247,71.45920072762877,2,8,1,Rain,Peshawar,P-333
Warsak Road,34.048362184629866,71.45849818890044,3,13,0,Clear,Peshawar,P-334
Warsak Road,34.043896283708214,71.46511639857133,1,14,0,Clear,Peshawar,P-335
Warsak Road,34.04872263119447,71.46377322929217,3,5,0,Cloudy,Peshawar,P-336
Warsak Road,34.04655672215233,71.45889762856734,3,15,0,Rain,Peshawar,P-337
Warsak Road,34.04723180410673,71.45870146884384,2,5,0,Clear,Peshawar,P-338
Warsak Road,34.04271662177173,71.45961268108144,3,17,1,Cloudy,Peshawar,P-339
Warsak Road,34.04596011916018,71.45726907595561,2,10,0,Clear,Peshawar,P-340
Warsak Road,34.042951626351346,71.46370818513266,3,23,0,Fog,Peshawar,P-341
Warsak Road,34.04729481866038,71.45939155223765,3,17,1,Clear,Peshawar,P-342
Warsak Road,34.04402230115643,71.45776076513341,2,13,0,Cloudy,Peshawar,P-343
Warsak Road,34.04394444627151,71.46154287798383,2,2,0,Clear,Peshawar,P-344
Ring Road,34.051027200213134,71.54893459832067,4,8,1,Clear,Peshawar,P-345
Ring Road,34.05041137274992,71.5492430918963,2,11,0,Clear,Peshawar,P-346
Ring Road,34.048795575879275,71.55093754851215,2,10,0,Cloudy,Peshawar,P-347
Ring Road,34.0507069658119,71.5502430100228,3,6,0,Rain,Peshawar,P-348
Ring Road,34.04824403482648,71.54834623929192,1,4,0,Clear,Peshawar,P-349
Ring Road,34.049392338304024,71.55313620958944,4,8,1,Clear,Peshawar,P-350
Ring Road,34.045151519479454,71.55176809079272,3,5,0,Clear,Peshawar,P-351
Ring Road,34.05049415475561,71.55017466211582,2,19,1,Clear,Peshawar,P-352
Ring Road,34.04687490828623,71.54894189464531,2,20,0,Clear,Peshawar,P-353
Ring Road,34.04777920096541,71.55113411103477,3,22,0,Clear,Peshawar,P-354
Ring Road,34.046769736368184,71.55232947870891,2,11,0,Fog,Peshawar,P-355
Ring Road,34.05126592350302,71.54910084792354,2,7,1,Clear,Peshawar,P-356
Ring Road,34.05085763300066,71.55138621121452,2,12,0,Clear,Peshawar,P-357
Ring Road,34.04983470442992,71.54834196616068,1,16,0,Cloudy,Peshawar,P-358
Ring Road,34.05087311960831,71.55180786968216,2,7,1,Fog,Peshawar,P-359
Ring Road,34.0485784797929,71.55014754021578,2,10,0,Cloudy,Peshawar,P-360
Ring Road,34.04870807164175,71.54840161598669,2,17,1,Clear,Peshawar,P-361
Ring Road,34.04710774393488,71.5501899875027,2,9,1,Rain,Peshawar,P-362
Ring Road,34.049416377462165,71.5468736183826,3,18,1,Rain,Peshawar,P-363
Ring Road,34.049877913149054,71.54852828310135,4,17,1,Clear,Peshawar,P-364
Ring Road,34.050597505816725,71.54849641789981,4,12,0,Clear,Peshawar,P-365
Ring Road,34.046338463103204,71.55040130360791,3,9,1,Rain,Peshawar,P-366
Ring Road,34.04910535620868,71.55256203272347,3,13,0,Cloudy,Peshawar,P-367
Ring Road,34.05196514692725,71.55131272173965,4,12,0,Clear,Peshawar,P-368
Ring Road,34.049330449335784,71.54919270307352,2,18,1,Fog,Peshawar,P-369
Ring Road,34.049600942653335,71.54767362107789,2,19,1,Cloudy,Peshawar,P-370
Ring Road,34.05004843891334,71.55282444111083,3,5,0,Rain,Peshawar,P-371
Ring Road,34.052297466965854,71.55286468406243,4,10,0,Fog,Peshawar,P-372
Ring Road,34.05237477210313,71.55517912728403,2,18,1,Clear,Peshawar,P-373
Ring Road,34.0483892563459,71.55119288467912,3,18,1,Clear,Peshawar,P-374
Ring Road,34.04798691486944,71.55227975712225,3,17,1,Cloudy,Peshawar,P-375
Ring Road,34.04981766176088,71.54551990020296,2,17,1,Clear,Peshawar,P-376
Ring Road,34.05168124005301,71.5510934671364,3,9,1,Clear,Peshawar,P-377
Ring Road,34.04867457245627,71.54594065226452,2,8,1,Clear,Peshawar,P-378
Ring Road,34.05199662179629,71.54913675937456,3,15,0,Cloudy,Peshawar,P-379
Ring Road,34.050744869293965,71.54841986734972,2,21,0,Cloudy,Peshawar,P-380
Ring Road,34.05056657574309,71.54948219005259,2,16,0,Clear,Peshawar,P-381
Ring Road,34.052751732346366,71.55202509200211,2,18,1,Clear,Peshawar,P-382
Ring Road,34.051027815699314,71.55035916356388,2,8,1,Clear,Peshawar,P-383
Ring Road,34.04757582021612,71.55166846533147,3,17,1,Rain,Peshawar,P-384
Ring Road,34.04973473250723,71.54805094139066,4,15,0,Cloudy,Peshawar,P-385
Ring Road,34.05050587362853,71.5498731078721,2,18,1,Cloudy,Peshawar,P-386
Ring Road,34.05066396066113,71.55038099935956,2,10,0,Clear,Peshawar,P-387
Ring Road,34.05039195006773,71.55063395883555,2,18,1,Clear,Peshawar,P-388
Ring Road,34.04812912259591,71.55217196423234,3,1,0,Fog,Peshawar,P-389
Charsadda Road,34.058178592353876,71.4701837294913,3,6,0,Cloudy,Peshawar,P-390
Charsadda Road,34.061599883803886,71.46676737878313,2,1,0,Clear,Peshawar,P-391
Charsadda Road,34.06085662592495,71.47179827142737,2,8,1,Cloudy,Peshawar,P-392
Charsadda Road,34.05979110156293,71.46966235655361,2,19,1,Clear,Peshawar,P-393
Charsadda Road,34.05853242405243,71.47007212678294,3,3,0,Cloudy,Peshawar,P-394
Charsadda Road,34.061950395259565,71.47100218833988,3,14,0,Clear,Peshawar,P-395
Charsadda Road,34.056379935193455,71.46862413226633,3,13,0,Cloudy,Peshawar,P-396
Charsadda Road,34.059725102970745,71.4719057490944,2,17,1,Cloudy,Peshawar,P-397
Charsadda Road,34.057971162245664,71.47156574048716,3,14,0,Cloudy,Peshawar,P-398
Charsadda Road,34.064341885435,71.46964822837514,2,6,0,Clear,Peshawar,P-399
Charsadda Road,34.06458176784816,71.47021408476415,4,14,0,Cloudy,Peshawar,P-400
Charsadda Road,34.05877646181819,71.4699259264059,1,8,1,Clear,Peshawar,P-401
Charsadda Road,34.059559610745985,71.46586429054713,2,8,1,Fog,Peshawar,P-402
Charsadda Road,34.06016487950587,71.46708489700107,2,14,0,Clear,Peshawar,P-403
Charsadda Road,34.06216895916615,71.46884493981298,1,0,0,Clear,Peshawar,P-404
Charsadda Road,34.05967973440887,71.4713426801529,2,12,0,Clear,Peshawar,P-405
Charsadda Road,34.06020708827728,71.46567556155816,1,14,0,Clear,Peshawar,P-406
Charsadda Road,34.05858318646618,71.46697257121477,3,11,0,Cloudy,Peshawar,P-407
Charsadda Road,34.06154404312401,71.47306264748916,2,10,0,Fog,Peshawar,P-408
Charsadda Road,34.05903387789664,71.47029358602397,2,18,1,Fog,Peshawar,P-409
Charsadda Road,34.0585834230748,71.47068563032481,2,5,0,Cloudy,Peshawar,P-410
Charsadda Road,34.05957773952235,71.4680256409457,2,11,0,Clear,Peshawar,P-411
Charsadda Road,34.06102384818206,71.46966338353208,3,5,0,Clear,Peshawar,P-412
Charsadda Road,34.05980282373543,71.47003769924589,3,15,0,Clear,Peshawar,P-413
Charsadda Road,34.06076307712518,71.47127319265164,3,19,1,Cloudy,Peshawar,P-414
Charsadda Road,34.05771254758536,71.47021711941156,2,19,1,Clear,Peshawar,P-415
Charsadda Road,34.06535621974728,71.46902869764781,1,10,0,Clear,Peshawar,P-416
Charsadda Road,34.06253141568173,71.46826765030357,1,6,0,Cloudy,Peshawar,P-417
Hayatabad Phase 1,34.00706509240869,71.44225341027365,2,9,1,Cloudy,Peshawar,P-418
Hayatabad Phase 1,34.00307119149078,71.43913968672881,2,7,1,Clear,Peshawar,P-419
Hayatabad Phase 1,34.00387566394684,71.4395815562525,1,15,0,Cloudy,Peshawar,P-420
Hayatabad Phase 1,34.00174221963285,71.4425449748932,2,8,1,Cloudy,Peshawar,P-421
Hayatabad Phase 1,34.00338079296016,71.44084812208892,2,22,0,Clear,Peshawar,P-422
Hayatabad Phase 1,34.004795743119935,71.4408185167752,2,2,0,Cloudy,Peshawar,P-423
Hayatabad Phase 1,34.00448240787467,71.443197294341,1,3,0,Clear,Peshawar,P-424
Hayatabad Phase 1,34.00481313185817,71.44045796485013,2,19,1,Clear,Peshawar,P-425
Hayatabad Phase 1,34.00478539571199,71.44089543385162,3,14,0,Rain,Peshawar,P-426
Hayatabad Phase 1,34.00536660042421,71.43763941412082,2,9,1,Cloudy,Peshawar,P-427
Hayatabad Phase 1,34.0013978845317,71.43891465240053,2,17,1,Rain,Peshawar,P-428
Hayatabad Phase 1,34.00247709033269,71.4382699215473,2,7,1,Clear,Peshawar,P-429
Hayatabad Phase 1,34.00285451394852,71.44047849372822,4,13,0,Clear,Peshawar,P-430
Hayatabad Phase 1,34.005583723524005,71.4417989299423,2,14,0,Clear,Peshawar,P-431
Hayatabad Phase 3,34.00050747932299,71.43093538634353,2,8,1,Fog,Peshawar,P-432
Hayatabad Phase 3,33.999276473862324,71.43056024277794,2,18,1,Clear,Peshawar,P-433
Hayatabad Phase 3,34.0007542007878,71.42994147437264,3,8,1,Rain,Peshawar,P-434
Hayatabad Phase 3,33.99710388725592,71.42831451481997,2,18,1,Cloudy,Peshawar,P-435
Hayatabad Phase 3,33.995728651572044,71.43627549706733,2,17,1,Clear,Peshawar,P-436
Hayatabad Phase 5,33.996187113444556,71.41411922273068,3,5,0,Rain,Peshawar,P-437
Hayatabad Phase 5,33.99891412728108,71.41951717117917,3,19,1,Clear,Peshawar,P-438
Hayatabad Phase 5,33.99305668653091,71.41724076367042,3,16,0,Clear,Peshawar,P-439
Hayatabad Phase 5,33.99392877332315,71.42171323420925,3,8,1,Clear,Peshawar,P-440
Hayatabad Phase 5,33.99371703680955,71.42086384508934,1,16,0,Rain,Peshawar,P-441
Hayatabad Phase 5,33.99616900643223,71.42089931181326,3,17,1,Cloudy,Peshawar,P-442
Hayatabad Phase 5,33.99467386607211,71.4185101947104,3,5,0,Clear,Peshawar,P-443
Hayatabad Phase 5,33.995213574386945,71.41973046284177,2,5,0,Clear,Peshawar,P-444
Hayatabad Phase 5,33.99121277066609,71.42042658741475,4,5,0,Fog,Peshawar,P-445
Hayatabad Phase 5,33.99464157905075,71.42016502539865,1,11,0,Rain,Peshawar,P-446
Hayatabad Phase 5,33.99346171530042,71.41812019379779,1,10,0,Clear,Peshawar,P-447
Hayatabad Phase 5,33.99444321765838,71.4212667226297,3,19,1,Clear,Peshawar,P-448
Dalazak Road,34.037721317191675,71.50238235920176,3,21,0,Cloudy,Peshawar,P-449
Dalazak Road,34.039374977658746,71.50241927103092,2,18,1,Cloudy,Peshawar,P-450
Dalazak Road,34.03661424519327,71.50305290760059,3,5,0,Cloudy,Peshawar,P-451
Dalazak Road,34.03268874903666,71.50513053639068,3,17,1,Cloudy,Peshawar,P-452
Dalazak Road,34.03361057373782,71.50418143512377,3,8,1,Clear,Peshawar,P-453
Dalazak Road,34.03374761993555,71.50503075796274,3,4,0,Cloudy,Peshawar,P-454
Dalazak Road,34.03665019652933,71.50326573956858,2,16,0,Clear,Peshawar,P-455
Dalazak Road,34.03645736959443,71.50402360600553,2,6,0,Clear,Peshawar,P-456
Dalazak Road,34.03670179592433,71.5047252564232,2,17,1,Rain,Peshawar,P-457
Dalazak Road,34.034868904786435,71.5089633836128,2,21,0,Clear,Peshawar,P-458
Dalazak Road,34.03693079496918,71.50747226144361,2,14,0,Cloudy,Peshawar,P-459
Dalazak Road,34.03288922596581,71.50711696908705,4,17,1,Fog,Peshawar,P-460
Dalazak Road,34.03472110744863,71.50409962147029,2,17,1,Cloudy,Peshawar,P-461
Dalazak Road,34.03211703587678,71.5045810948687,4,11,0,Clear,Peshawar,P-462
Dalazak Road,34.03409350318195,71.50790493506894,2,9,1,Clear,Peshawar,P-463
Dalazak Road,34.03425881895385,71.50920761218426,3,18,1,Clear,Peshawar,P-464
Dalazak Road,34.03189248246797,71.50663577931604,3,7,1,Cloudy,Peshawar,P-465
Dalazak Road,34.03715035187133,71.50226259091288,2,15,0,Cloudy,Peshawar,P-466
Dalazak Road,34.0343427630485,71.50620637486216,2,16,0,Clear,Peshawar,P-467
Dalazak Road,34.03151230376673,71.5052380368121,2,4,0,Clear,Peshawar,P-468
Dalazak Road,34.03454280016932,71.50301130125078,3,1,0,Clear,Peshawar,P-469
Dalazak Road,34.034845255217334,71.50503003845319,2,10,0,Cloudy,Peshawar,P-470
Bara Road,33.98143076263088,71.51143637145142,2,15,0,Clear,Peshawar,P-471
Bara Road,33.97952460975062,71.51038446952839,2,21,0,Clear,Peshawar,P-472
Bara Road,33.98020371259052,71.51309804030299,2,1,0,Clear,Peshawar,P-473
Bara Road,33.981977338338716,71.50729710847023,2,9,1,Clear,Peshawar,P-474
Bara Road,33.98034668332874,71.51048790639582,4,18,1,Clear,Peshawar,P-475
Bara Road,33.97920834243853,71.50964075199954,3,11,0,Clear,Peshawar,P-476
Bara Road,33.97964829119113,71.51332294033146,2,8,1,Clear,Peshawar,P-477
Bara Road,33.981074181666116,71.51010325275342,1,20,0,Fog,Peshawar,P-478
Bara Road,33.979249607239346,71.5093645698065,1,9,1,Clear,Peshawar,P-479
Bara Road,33.980651414715624,71.50926082894217,3,17,1,Cloudy,Peshawar,P-480
Bara Road,33.97837828497757,71.50748484428217,3,9,1,Cloudy,Peshawar,P-481
Bara Road,33.980660130001624,71.5112398526648,4,8,1,Clear,Peshawar,P-482
Bara Road,33.97832971419674,71.5141790774434,1,7,1,Clear,Peshawar,P-483
Bara Road,33.98000760615224,71.50674736129208,2,20,0,Cloudy,Peshawar,P-484
Bara Road,33.97963921663647,71.51274569694935,3,5,0,Clear,Peshawar,P-485
Bara Road,33.97959850167289,71.50753571534038,2,10,0,Clear,Peshawar,P-486
Bara Road,33.9791415111594,71.51117710653955,2,4,0,Rain,Peshawar,P-487
Bara Road,33.98009592289196,71.51066368772652,4,7,1,Fog,Peshawar,P-488
Bara Road,33.98037941233522,71.50867603564441,2,10,0,Cloudy,Peshawar,P-489
Bara Road,33.98005336211422,71.51114418555682,4,7,1,Rain,Peshawar,P-490
Bara Road,33.98360869621957,71.50961819241655,4,17,1,Clear,Peshawar,P-491
Bara Road,33.98046431189948,71.50759373479598,2,15,0,Cloudy,Peshawar,P-492
Bara Road,33.97749918453206,71.51120903065272,3,11,0,Clear,Peshawar,P-493
Bara Road,33.9796923479456,71.50825414064653,2,18,1,Cloudy,Peshawar,P-494
Bara Road,33.97928331969595,71.50870491638874,1,11,0,Cloudy,Peshawar,P-495
Bara Road,33.97731177105927,71.50679347906637,2,19,1,Fog,Peshawar,P-496
Bara Road,33.976266920097274,71.51201502737968,3,19,1,Fog,Peshawar,P-497
Bara Road,33.98275741949252,71.50751033752357,3,8,1,Cloudy,Peshawar,P-498
Bara Road,33.98002854613567,71.50809212116121,2,7,1,Fog,Peshawar,P-499
Bara Road,33.9804278077364,71.50962117265804,2,3,0,Clear,Peshawar,P-500
Bara Road,33.983952881169024,71.50687151677658,2,20,0,Cloudy,Peshawar,P-501
Bara Road,33.98155854777478,71.5094188497938,2,17,1,Clear,Peshawar,P-502
Bara Road,33.97974490175924,71.5130223098605,4,19,1,Clear,Peshawar,P-503
Bara Road,33.97889855760861,71.50794756072251,2,7,1,Cloudy,Peshawar,P-504
Bara Road,33.97479157228674,71.5103978962936,3,7,1,Clear,Peshawar,P-505
Bara Road,33.98207409457748,71.51148118173622,3,18,1,Clear,Peshawar,P-506
Bara Road,33.976442824831985,71.51063930365184,3,7,1,Rain,Peshawar,P-507
Bara Road,33.98138047360076,71.5048832632335,2,3,0,Clear,Peshawar,P-508
Bara Road,33.97782550812227,71.50782834974224,1,21,0,Clear,Peshawar,P-509
Bara Road,33.9824347471395,71.51164111083801,2,0,0,Cloudy,Peshawar,P-510
Bara Road,33.98238821880609,71.50803766893773,3,10,0,Clear,Peshawar,P-511
Bara Road,33.98291946375007,71.50655979489811,3,7,1,Clear,Peshawar,P-512
Bara Road,33.978339111186884,71.51104502821053,3,5,0,Cloudy,Peshawar,P-513
Bara Road,33.97682307091916,71.51158586970699,3,13,0,Fog,Peshawar,P-514
Pajagi Road,34.021213446118274,71.55963360676256,2,12,0,Cloudy,Peshawar,P-515
Pajagi Road,34.02163214568679,71.55985157804291,3,16,0,Cloudy,Peshawar,P-516
Pajagi Road,34.02167788100094,71.55876549362691,3,16,0,Rain,Peshawar,P-517
Pajagi Road,34.022116414093894,71.56187512024441,2,9,1,Clear,Peshawar,P-518
Pajagi Road,34.01781659824773,71.55922580059506,2,20,0,Clear,Peshawar,P-519
Pajagi Road,34.01987942201722,71.56090959033929,3,16,0,Clear,Peshawar,P-520
Pajagi Road,34.02100133144277,71.56009954737436,2,16,0,Rain,Peshawar,P-521
Pajagi Road,34.01952411290531,71.56053804813628,1,11,0,Cloudy,Peshawar,P-522
Pajagi Road,34.01904232508799,71.55827444847192,3,12,0,Clear,Peshawar,P-523
Pajagi Road,34.01870121661251,71.56154418957796,2,18,1,Cloudy,Peshawar,P-524
Pajagi Road,34.01926144572151,71.56028677693469,3,13,0,Rain,Peshawar,P-525
Pajagi Road,34.02249956140281,71.5569698093141,2,8,1,Clear,Peshawar,P-526
Pajagi Road,34.0189283970739,71.55658528408482,2,16,0,Clear,Peshawar,P-527
Pajagi Road,34.02108211352699,71.5596930314421,3,9,1,Clear,Peshawar,P-528
Pajagi Road,34.01928046270842,71.55734790462783,3,15,0,Cloudy,Peshawar,P-529
Pajagi Road,34.018985848768956,71.55666309689617,3,6,0,Clear,Peshawar,P-530
Pajagi Road,34.01953919857159,71.55815153371147,4,5,0,Cloudy,Peshawar,P-531
Pajagi Road,34.01778348507637,71.55667751367459,3,16,0,Clear,Peshawar,P-532
Pajagi Road,34.01815628037375,71.55799208525583,2,7,1,Clear,Peshawar,P-533
Pajagi Road,34.019833231449454,71.56037138517948,3,21,0,Cloudy,Peshawar,P-534
Pajagi Road,34.01740083752615,71.56165946483576,1,14,0,Cloudy,Peshawar,P-535
Pajagi Road,34.022379822794484,71.56202735148109,1,21,0,Clear,Peshawar,P-536
Pajagi Road,34.02203532293369,71.56054299062166,3,8,1,Clear,Peshawar,P-537
Pajagi Road,34.0195701792897,71.56055358689865,4,6,0,Clear,Peshawar,P-538
Pajagi Road,34.01954121851187,71.55991304610038,2,16,0,Cloudy,Peshawar,P-539
Pajagi Road,34.01978046099237,71.56099497051461,2,8,1,Clear,Peshawar,P-540
Tehkal Bala,34.017737054808656,71.46665209434289,2,6,0,Cloudy,Peshawar,P-541
Tehkal Bala,34.018031615088226,71.4648264884989,2,10,0,Cloudy,Peshawar,P-542
Tehkal Bala,34.0169940504589,71.46552697443066,3,15,0,Clear,Peshawar,P-543
Tehkal Bala,34.01660279032881,71.46325896578831,2,18,1,Cloudy,Peshawar,P-544
Tehkal Bala,34.01936410413143,71.46797449231067,2,5,0,Clear,Peshawar,P-545
Board Bazaar,34.00619916087934,71.57041354955966,4,18,1,Rain,Peshawar,P-546
Board Bazaar,34.007473427791645,71.5700758756709,3,17,1,Cloudy,Peshawar,P-547
Board Bazaar,34.005564411808386,71.57056973728697,2,19,1,Cloudy,Peshawar,P-548
Board Bazaar,34.00853826725231,71.57290652132663,2,19,1,Cloudy,Peshawar,P-549
Board Bazaar,34.00576926709745,71.56592893831436,3,8,1,Cloudy,Peshawar,P-550
Board Bazaar,34.00790088572818,71.57171917577395,3,20,0,Clear,Peshawar,P-551
Board Bazaar,34.00761922674772,71.57000818601534,2,2,0,Clear,Peshawar,P-552
Board Bazaar,34.008013754355204,71.57288726400694,2,19,1,Clear,Peshawar,P-553
Board Bazaar,34.01008540879595,71.56792228042042,3,8,1,Clear,Peshawar,P-554
Board Bazaar,34.00833738323363,71.56877552653098,3,17,1,Cloudy,Peshawar,P-555
Board Bazaar,34.0047103945949,71.57106566660158,2,8,1,Cloudy,Peshawar,P-556
Board Bazaar,34.010097767670636,71.56949008841289,2,18,1,Rain,Peshawar,P-557
Board Bazaar,34.01041527284742,71.57001807637302,4,9,1,Clear,Peshawar,P-558
Board Bazaar,34.00935042283782,71.5759705180052,3,6,0,Clear,Peshawar,P-559
Board Bazaar,34.00934963553762,71.57032931031071,2,18,1,Cloudy,Peshawar,P-560
Board Bazaar,34.009947264153624,71.56814723774004,3,10,0,Cloudy,Peshawar,P-561
Board Bazaar,34.00922420989365,71.57348927834651,2,16,0,Clear,Peshawar,P-562
Board Bazaar,34.0075808402905,71.56748299017865,2,5,0,Clear,Peshawar,P-563
Board Bazaar,34.00616475213163,71.57119971859966,2,8,1,Cloudy,Peshawar,P-564
Board Bazaar,34.01104276659086,71.57417688554574,1,9,1,Clear,Peshawar,P-565
Board Bazaar,34.011171853392646,71.57211043770266,2,10,0,Cloudy,Peshawar,P-566
Board Bazaar,34.009655642345685,71.57184854027906,2,11,0,Clear,Peshawar,P-567
Board Bazaar,34.00832853801016,71.56842110927951,2,6,0,Cloudy,Peshawar,P-568
Board Bazaar,34.01071690223331,71.56953075886008,2,16,0,Clear,Peshawar,P-569
Board Bazaar,34.008908599537804,71.56847001610248,2,12,0,Clear,Peshawar,P-570
Cantt Area,33.999893758693965,71.56244713776483,2,18,1,Rain,Peshawar,P-571
Cantt Area,34.000667455727125,71.55940477807577,2,17,1,Clear,Peshawar,P-572
Cantt Area,34.00247487626937,71.55908539668982,3,11,0,Clear,Peshawar,P-573
Cantt Area,33.99944859561416,71.56188139228765,4,7,1,Clear,Peshawar,P-574
Cantt Area,33.99878659941047,71.56042256738456,2,21,0,Clear,Peshawar,P-575
Peshawar Cantt Station,33.99957879372686,71.55693601294989,2,11,0,Cloudy,Peshawar,P-576
Peshawar Cantt Station,33.99659701693211,71.55498695736955,1,7,1,Cloudy,Peshawar,P-577
Peshawar Cantt Station,33.99979319378316,71.55582929597021,3,17,1,Cloudy,Peshawar,P-578
Peshawar Cantt Station,33.99781952559192,71.55327782417966,3,17,1,Cloudy,Peshawar,P-579
Peshawar Cantt Station,33.99730174042656,71.55476425187085,3,16,0,Clear,Peshawar,P-580
Peshawar Cantt Station,34.00039991474915,71.55714308630448,3,19,1,Rain,Peshawar,P-581
Peshawar Cantt Station,33.99681520312279,71.5525657591953,3,13,0,Cloudy,Peshawar,P-582
Peshawar Cantt Station,33.994820733925316,71.55343047618375,3,8,1,Clear,Peshawar,P-583
Peshawar Cantt Station,33.9942552507994,71.55506208979553,2,10,0,Fog,Peshawar,P-584
Firdous Bazaar,34.0096843308923,71.57470905045413,2,18,1,Cloudy,Peshawar,P-585
Firdous Bazaar,34.008155986950186,71.5752101214596,3,8,1,Fog,Peshawar,P-586
Firdous Bazaar,34.0119264125842,71.57026572438707,2,7,1,Cloudy,Peshawar,P-587
Firdous Bazaar,34.012425256967695,71.57451909293916,2,15,0,Rain,Peshawar,P-588
Firdous Bazaar,34.00898289063185,71.56907474861664,2,5,0,Cloudy,Peshawar,P-589
Firdous Bazaar,34.0103347253633,71.57398308424175,1,8,1,Clear,Peshawar,P-590
Firdous Bazaar,34.01235828555088,71.57239590900102,2,3,0,Cloudy,Peshawar,P-591
Firdous Bazaar,34.010061701939954,71.57428925649263,3,9,1,Fog,Peshawar,P-592
Firdous Bazaar,34.012513577359975,71.57422493758801,2,5,0,Clear,Peshawar,P-593
Firdous Bazaar,34.01080532636268,71.57199242083179,3,23,0,Clear,Peshawar,P-594
Firdous Bazaar,34.011667719933136,71.57586273356365,2,2,0,Clear,Peshawar,P-595
Firdous Bazaar,34.01366980649569,71.57425949975679,2,15,0,Clear,Peshawar,P-596
Firdous Bazaar,34.0150245408914,71.5750474190922,1,18,1,Cloudy,Peshawar,P-597
Firdous Bazaar,34.01453754356652,71.5720157129696,3,13,0,Cloudy,Peshawar,P-598
Qissa Khwani,34.01373529858598,71.57679994698469,2,19,1,Fog,Peshawar,P-599
Qissa Khwani,34.01523691528969,71.58209863128911,2,23,0,Fog,Peshawar,P-600
Qissa Khwani,34.0169083148675,71.57998850659148,3,13,0,Clear,Peshawar,P-601
Qissa Khwani,34.01300275930201,71.57844645409574,3,9,1,Fog,Peshawar,P-602
Qissa Khwani,34.01151503153492,71.58002938832927,3,16,0,Cloudy,Peshawar,P-603
Qissa Khwani,34.01220459177218,71.58463989770111,3,14,0,Clear,Peshawar,P-604
Qissa Khwani,34.016108320841425,71.58270795195311,3,18,1,Clear,Peshawar,P-605
Qissa Khwani,34.0110394776474,71.58712389393081,3,17,1,Fog,Peshawar,P-606
Qissa Khwani,34.01377264663562,71.58059105755802,2,7,1,Cloudy,Peshawar,P-607
Qissa Khwani,34.01138512919706,71.58070198960128,2,13,0,Clear,Peshawar,P-608
Qissa Khwani,34.010738769330125,71.5822454224478,3,18,1,Rain,Peshawar,P-609
Qissa Khwani,34.011208887812906,71.58299201731879,3,18,1,Clear,Peshawar,P-610
Qissa Khwani,34.013506330476076,71.58264068802522,3,23,0,Clear,Peshawar,P-611
Qissa Khwani,34.01263515800569,71.58003074247199,4,11,0,Rain,Peshawar,P-612
Qissa Khwani,34.012588281138235,71.57950684330692,1,21,0,Rain,Peshawar,P-613
Qissa Khwani,34.009540204336545,71.58053817949263,1,7,1,Clear,Peshawar,P-614
Qissa Khwani,34.01287647160028,71.58195888303618,2,7,1,Clear,Peshawar,P-615
Qissa Khwani,34.01097013038738,71.57947762723037,2,17,1,Clear,Peshawar,P-616
Qissa Khwani,34.01208775834505,71.58136285324024,2,8,1,Clear,Peshawar,P-617
Qissa Khwani,34.014762366686085,71.58023951688814,2,17,1,Clear,Peshawar,P-618
Qissa Khwani,34.01414625562648,71.57742826701613,2,5,0,Clear,Peshawar,P-619
Qissa Khwani,34.01066865681942,71.58103608329728,3,6,0,Cloudy,Peshawar,P-620
Qissa Khwani,34.012838800501406,71.57933388788601,3,8,1,Clear,Peshawar,P-621
Qissa Khwani,34.010628278905735,71.57635608716532,2,18,1,Clear,Peshawar,P-622
Qissa Khwani,34.01396413345467,71.58173746629464,3,13,0,Cloudy,Peshawar,P-623
Qissa Khwani,34.01063127965537,71.58000123140282,2,12,0,Rain,Peshawar,P-624
Qissa Khwani,34.01549378343107,71.58087599198127,2,16,0,Clear,Peshawar,P-625
Qissa Khwani,34.0119476752929,71.57707141495553,2,18,1,Clear,Peshawar,P-626
Qissa Khwani,34.016808273179144,71.58425191783073,3,6,0,Clear,Peshawar,P-627
Qissa Khwani,34.00880664860286,71.58272758364915,2,15,0,Clear,Peshawar,P-628
Qissa Khwani,34.01182226634652,71.5793254751379,3,7,1,Cloudy,Peshawar,P-629
Qissa Khwani,34.01376076289643,71.58061831736272,2,7,1,Rain,Peshawar,P-630
Qissa Khwani,34.01543591830461,71.57997360727097,4,13,0,Clear,Peshawar,P-631
Qissa Khwani,34.013803121216775,71.58193663116988,2,5,0,Cloudy,Peshawar,P-632
Qissa Khwani,34.0138172146154,71.58038438305772,2,15,0,Clear,Peshawar,P-633
Qissa Khwani,34.01359236960946,71.58175043391432,2,8,1,Clear,Peshawar,P-634
Qissa Khwani,34.00882594596279,71.57983076453868,3,17,1,Clear,Peshawar,P-635
Qissa Khwani,34.01168760809022,71.57953421422854,1,11,0,Fog,Peshawar,P-636
